COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Great Britain;Lipton (L3);2024;7;AI_forecast;AI_P12F;2023;7,9694E+15
Netherlands;7up Free (L3);2023;12;AI_forecast;AI_P09F;2023;1,05648E+16
Czech;Pepsi Max (L3);2024;4;AI_forecast;AI_P05F;2023;4,23189E+16
Netherlands;7up (L3);2024;7;AI_forecast;AI_P03F;2023;1,34442E+15
Hungary;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;4,19333E+16
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P07F;2023;2,50163E+16
Great Britain;Lipton (L3);2023;9;AI_forecast;AI_P08F;2023;7,83121E+15
Hungary;Pepsi Regular (L3);2023;11;AI_forecast;AI_P10F;2023;9,35905E+15
Hungary;Pepsi Regular (L3);2024;3;AI_forecast;AI_P05F;2023;9,87573E+15
Hungary;Pepsi Regular (L3);2024;7;AI_forecast;AI_P11F;2023;1,36075E+15
Hungary;Pepsi Max (L3);2024;3;AI_forecast;AI_P08F;2023;5,93823E+15
Great Britain;Pepsi Regular (L3);2023;9;AI_forecast;AI_PF;2023;2,02421E+16
Great Britain;Lipton (L3);2024;2;AI_forecast;AI_P07F;2023;5,5845E+15
Netherlands;7up Free (L3);2024;5;AI_forecast;AI_P03F;2023;1,36334E+16
Norway;Pepsi Max (L3);2024;7;AI_forecast;AI_P03F;2023;2,78595E+16
Hungary;Pepsi Regular (L3);2024;3;AI_forecast;AI_P12F;2023;1,15396E+16
Spain;7up Free (L3);2024;5;AI_forecast;AI_P07F;2023;9,14522E+15
Norway;7up (L3);2024;7;AI_forecast;AI_P05F;2023;8,83317E+15
Spain;Lipton (L3);2023;7;AI_forecast;AI_P05F;2023;1,72395E+15
Netherlands;Mountain Dew (L3);2024;4;AI_forecast;AI_PF;2023;0
Great Britain;Pepsi Regular (L3);2023;9;AI_forecast;AI_P04F;2023;2,22177E+15
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P11F;2023;1,04682E+16
Czech;Pepsi Max (L3);2024;7;AI_forecast;AI_P12F;2023;4,25013E+15
Spain;7up Free (L3);2025;1;AI_forecast;AI_P11F;2023;3,52044E+15
Denmark;7up (L3);2023;7;AI_forecast;AI_P02F;2023;0
Czech;Lipton (L3);2024;4;AI_forecast;AI_P09F;2023;2,74587E+14
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P08F;2023;2,09892E+16
Great Britain;7up Free (L3);2024;1;AI_forecast;AI_P04F;2023;9,43688E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P10F;2023;2,43571E+16
Great Britain;7up Free (L3);2024;8;AI_forecast;AI_P11F;2023;9,71596E+15
Norway;Mountain Dew (L3);2023;10;AI_forecast;AI_P03F;2023;0
Spain;7up Free (L3);2024;10;AI_forecast;AI_P09F;2023;9,6987E+15
Netherlands;Pepsi Regular (L3);2024;3;AI_forecast;AI_P03F;2023;5,27499E+15
Hungary;Pepsi Max (L3);2024;6;AI_forecast;AI_P12F;2023;5,80458E+15
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P05F;2023;6,44162E+15
Great Britain;7up Free (L3);2024;9;AI_forecast;AI_P06F;2023;8,4968E+15
Great Britain;7up Free (L3);2023;6;AI_forecast;AI_P02F;2023;1,68429E+16
Norway;7up (L3);2024;6;AI_forecast;AI_P12F;2023;0
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P12F;2023;9,50105E+14
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P05F;2023;2,39531E+16
Portugal;Pepsi Regular (L3);2023;5;AI_forecast;AI_P03F;2023;1,98945E+16
Portugal;Pepsi Max (L3);2024;2;AI_forecast;AI_P06F;2023;2,02184E+15
Spain;7up (L3);2023;6;AI_forecast;AI_P02F;2023;7,7314E+15
Denmark;Pepsi Max (L3);2023;7;AI_forecast;AI_P07F;2023;2,05491E+16
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P09F;2023;2,52331E+15
Great Britain;7up Free (L3);2024;2;AI_forecast;AI_P05F;2023;9,02545E+15
Portugal;7up (L3);2024;12;AI_forecast;AI_P07F;2023;2,73173E+15
Hungary;7up (L3);2024;2;AI_forecast;AI_P12F;2023;0
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P05F;2023;3,71961E+16
Netherlands;7up (L3);2023;10;AI_forecast;AI_P05F;2023;1,63163E+15
Norway;Pepsi Max (L3);2023;10;AI_forecast;AI_P04F;2023;2,53556E+15
Hungary;Pepsi Max (L3);2024;1;AI_forecast;AI_P03F;2023;5,18035E+15
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P04F;2023;2,29565E+15
Great Britain;7up Free (L3);2024;10;AI_forecast;AI_P11F;2023;6,66126E+15
Netherlands;Pepsi Max (L3);2023;4;AI_forecast;AI_P04F;2023;7,9721E+15
Spain;Lipton (L3);2024;1;AI_forecast;AI_P10F;2023;1,34808E+16
Netherlands;Mountain Dew (L3);2023;11;AI_forecast;AI_P02F;2023;0
Great Britain;Lipton (L3);2023;12;actual;null;;5,33036E+15
Great Britain;Pepsi Regular (L3);2023;12;actual;null;;1,73536E+15
Great Britain;Mountain Dew (L3);2023;12;actual;null;;1,47859E+16
Denmark;Pepsi Regular (L3);2023;12;actual;null;;2,85394E+15
Norway;7up (L3);2023;12;actual;null;;2,38811E+15
Czech;Pepsi Regular (L3);2023;12;actual;null;;1,04549E+14
Norway;Pepsi Max (L3);2023;12;actual;null;;2,36041E+16
Portugal;Pepsi Max (L3);2025;2;AI_forecast;AI_P11F;2023;2,06682E+16
Great Britain;Pepsi Max (L3);2023;11;AI_forecast;AI_PF;2023;1,1438E+23
Great Britain;Pepsi Max (L3);2023;9;AI_forecast;AI_P06F;2023;1,2021E+23
Great Britain;Pepsi Regular (L3);2023;5;AI_forecast;AI_P05F;2023;1,88407E+16
Great Britain;Mountain Dew (L3);2024;6;AI_forecast;AI_P02F;2023;1,55507E+15
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P02F;2023;1,16099E+16
Netherlands;Pepsi Max (L3);2024;8;AI_forecast;AI_P12F;2023;1,12045E+15
Portugal;7up Free (L3);2023;12;actual;null;;1,25343E+16
Spain;Pepsi Regular (L3);2023;12;actual;null;;1,15494E+16
Norway;Lipton (L3);2023;12;AI_forecast;AI_P12F;2023;0
Denmark;Mountain Dew (L3);2023;10;AI_forecast;AI_PF;2023;1,4497E+16
Norway;Lipton (L3);2024;3;AI_forecast;AI_P04F;2023;1,47718E+15
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P09F;2023;2,65615E+15
Spain;Pepsi Regular (L3);2023;9;AI_forecast;AI_P05F;2023;1,39409E+15
Czech;Mountain Dew (L3);2023;12;actual;null;;7,05007E+15
Hungary;Mountain Dew (L3);2023;12;actual;null;;4,11691E+15
Norway;Pepsi Regular (L3);2023;12;actual;null;;3,73951E+16
Norway;7up Free (L3);2023;10;AI_forecast;AI_P07F;2023;3,55675E+15
Czech;Lipton (L3);2024;4;AI_forecast;AI_PF;2023;2,22179E+16
Great Britain;Lipton (L3);2023;6;AI_forecast;AI_P04F;2023;7,00612E+15
Great Britain;7up Free (L3);2023;2;AI_forecast;AI_PF;2023;1,28877E+16
Hungary;7up (L3);2025;1;AI_forecast;AI_P11F;2023;0
Great Britain;7up (L3);2024;8;AI_forecast;AI_P03F;2023;3,96664E+15
Portugal;Pepsi Regular (L3);2024;2;AI_forecast;AI_P09F;2023;1,7222E+16
Denmark;Mountain Dew (L3);2024;7;AI_forecast;AI_P09F;2023;7,77074E+15
Denmark;Pepsi Max (L3);2024;8;AI_forecast;AI_P12F;2023;2,60122E+16
Spain;7up Free (L3);2024;9;AI_forecast;AI_P06F;2023;8,58701E+15
Portugal;7up Free (L3);2024;11;AI_forecast;AI_P09F;2023;1,24646E+15
Norway;Lipton (L3);2023;7;AI_forecast;AI_P07F;2023;4,99451E+15
Norway;7up Free (L3);2024;1;AI_forecast;AI_P11F;2023;4,4452E+16
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P09F;2023;2,42486E+16
Norway;7up (L3);2024;9;AI_forecast;AI_P06F;2023;0
Spain;Lipton (L3);2023;8;AI_forecast;AI_P05F;2023;2,04445E+16
Norway;Pepsi Max (L3);2023;12;AI_forecast;AI_P06F;2023;2,8582E+16
Hungary;Lipton (L3);2024;8;AI_forecast;AI_P08F;2023;3,45479E+16
Hungary;Lipton (L3);2024;3;AI_forecast;AI_P08F;2023;2,40073E+15
Portugal;Pepsi Regular (L3);2024;5;AI_forecast;AI_P04F;2023;1,66215E+15
Norway;7up Free (L3);2024;6;AI_forecast;AI_P12F;2023;5,68691E+15
Great Britain;Mountain Dew (L3);2024;9;AI_forecast;AI_P05F;2023;1,80779E+15
Great Britain;7up (L3);2024;4;AI_forecast;AI_PF;2023;0
Great Britain;7up (L3);2023;8;AI_forecast;AI_P05F;2023;2,45353E+15
Norway;Lipton (L3);2023;10;AI_forecast;AI_P05F;2023;9,97043E+15
Hungary;Pepsi Max (L3);2023;11;AI_forecast;AI_P07F;2023;3,93706E+16
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P12F;2023;6,94297E+15
Great Britain;Pepsi Regular (L3);2024;9;AI_forecast;AI_P05F;2023;1,22311E+15
Great Britain;7up Free (L3);2023;4;AI_forecast;AI_P03F;2023;1,55243E+16
Great Britain;7up (L3);2023;9;AI_forecast;AI_P09F;2023;2,51628E+14
Spain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;1,32607E+16
Spain;Pepsi Regular (L3);2024;11;AI_forecast;AI_P07F;2023;2,19594E+16
Great Britain;Pepsi Max (L3);2023;9;AI_forecast;AI_P04F;2023;1,3738E+23
Denmark;Pepsi Max (L3);2023;9;AI_forecast;AI_P09F;2023;2,04289E+16
Spain;Lipton (L3);2023;12;AI_forecast;AI_P06F;2023;1,41387E+15
Norway;Mountain Dew (L3);2023;6;AI_forecast;AI_P03F;2023;1,18954E+15
Spain;7up Free (L3);2024;11;AI_forecast;AI_P09F;2023;8,31982E+15
Czech;Mountain Dew (L3);2024;6;AI_forecast;AI_P08F;2023;1,03194E+15
Italy;Pepsi Regular (L3);2025;3;AI_forecast;AI_P10F;2023;2,28725E+15
Denmark;Pepsi Max (L3);2023;4;AI_forecast;AI_P04F;2023;2,18586E+15
Italy;Pepsi Max (L3);2023;11;AI_forecast;AI_P08F;2023;1,68301E+16
Hungary;Pepsi Regular (L3);2024;3;AI_forecast;AI_P10F;2023;9,89829E+15
Netherlands;Pepsi Max (L3);2024;9;AI_forecast;AI_P04F;2023;1,0655E+16
Great Britain;7up (L3);2023;11;AI_forecast;AI_PF;2023;2,42717E+16
Netherlands;Pepsi Max (L3);2024;6;AI_forecast;AI_P08F;2023;1,25583E+16
Czech;Pepsi Regular (L3);2024;4;AI_forecast;AI_P04F;2023;1,04814E+16
Denmark;7up (L3);2023;10;AI_forecast;AI_P07F;2023;0
Norway;Pepsi Regular (L3);2023;10;AI_forecast;AI_P05F;2023;3,95666E+16
Portugal;Pepsi Regular (L3);2024;11;AI_forecast;AI_P10F;2023;1,86492E+16
Denmark;Mountain Dew (L3);2024;8;AI_forecast;AI_P07F;2023;4,31519E+14
Netherlands;Pepsi Regular (L3);2024;1;AI_forecast;AI_P04F;2023;5,70226E+14
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P08F;2023;2,37372E+15
Portugal;7up (L3);2024;11;AI_forecast;AI_P07F;2023;1,65747E+16
Spain;7up Free (L3);2024;3;AI_forecast;AI_P10F;2023;7,05699E+15
Norway;Pepsi Max (L3);2023;9;AI_forecast;AI_P08F;2023;2,1636E+16
Great Britain;Pepsi Regular (L3);2024;6;AI_forecast;AI_P04F;2023;9,88443E+13
Hungary;7up (L3);2023;2;AI_forecast;AI_PF;2023;3,90892E+15
Great Britain;7up Free (L3);2024;5;AI_forecast;AI_P09F;2023;1,07814E+16
Denmark;Pepsi Regular (L3);2024;12;AI_forecast;AI_P10F;2023;2,63556E+15
Spain;7up Free (L3);2024;7;AI_forecast;AI_P05F;2023;6,65013E+15
Spain;7up Free (L3);2024;9;AI_forecast;AI_P11F;2023;6,21581E+15
Norway;7up (L3);2024;7;AI_forecast;AI_P03F;2023;6,95507E+16
Portugal;7up Free (L3);2024;2;AI_forecast;AI_PF;2023;1,14881E+16
Hungary;7up Free (L3);2023;12;AI_forecast;AI_P12F;2023;3,40103E+15
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P02F;2023;1,72455E+16
Italy;Pepsi Max (L3);2023;4;AI_forecast;AI_PF;2023;1,37577E+16
Great Britain;7up Free (L3);2024;4;AI_forecast;AI_P12F;2023;8,65894E+15
Portugal;7up (L3);2024;3;AI_forecast;AI_P10F;2023;2,05699E+16
Norway;7up (L3);2023;12;AI_forecast;AI_P11F;2023;0
Netherlands;Lipton (L3);2023;7;AI_forecast;AI_P07F;2023;2,06234E+16
Netherlands;Mountain Dew (L3);2024;3;AI_forecast;AI_P07F;2023;0
Portugal;Pepsi Regular (L3);2024;6;AI_forecast;AI_P11F;2023;2,21221E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P10F;2023;5,72732E+15
Denmark;Pepsi Max (L3);2023;11;AI_forecast;AI_P08F;2023;2,36424E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P05F;2023;2,18819E+15
Great Britain;Mountain Dew (L3);2023;4;AI_forecast;AI_P03F;2023;1,68307E+16
Hungary;Pepsi Regular (L3);2025;2;AI_forecast;AI_P12F;2023;6,37347E+15
Great Britain;7up (L3);2024;11;AI_forecast;AI_P12F;2023;3,8041E+15
Netherlands;Lipton (L3);2024;8;AI_forecast;AI_P04F;2023;1,90672E+16
Great Britain;Pepsi Max (L3);2024;7;AI_forecast;AI_P07F;2023;1,0683E+23
Great Britain;Mountain Dew (L3);2023;11;AI_forecast;AI_P03F;2023;1,73031E+16
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P05F;2023;1,06024E+16
Hungary;Pepsi Regular (L3);2025;2;AI_forecast;AI_P12F;2023;6,41964E+15
Denmark;Pepsi Regular (L3);2025;3;AI_forecast;AI_P11F;2023;2,27162E+16
Hungary;Lipton (L3);2025;1;AI_forecast;AI_P10F;2023;3,01972E+13
Denmark;Mountain Dew (L3);2024;10;AI_forecast;AI_P09F;2023;6,72924E+15
Hungary;Pepsi Max (L3);2024;11;AI_forecast;AI_P07F;2023;4,07892E+15
Great Britain;Lipton (L3);2024;2;AI_forecast;AI_P12F;2023;4,89019E+15
Great Britain;Lipton (L3);2024;11;AI_forecast;AI_P12F;2023;6,57472E+15
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P10F;2023;9,48493E+15
Czech;Pepsi Max (L3);2024;5;AI_forecast;AI_P08F;2023;4,49602E+16
Hungary;7up (L3);2024;4;AI_forecast;AI_P08F;2023;1,84805E+15
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P12F;2023;5,54216E+15
Great Britain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P04F;2023;1,25864E+16
Great Britain;Pepsi Regular (L3);2023;4;AI_forecast;AI_PF;2023;8,62242E+15
Netherlands;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;9,43441E+15
Spain;Pepsi Regular (L3);2023;12;AI_forecast;AI_P05F;2023;8,01129E+15
Netherlands;7up (L3);2024;1;AI_forecast;AI_P12F;2023;7,37308E+15
Portugal;7up Free (L3);2024;6;AI_forecast;AI_P02F;2023;1,4093E+16
Hungary;Pepsi Max (L3);2024;3;AI_forecast;AI_P08F;2023;5,21989E+16
Great Britain;Mountain Dew (L3);2023;8;AI_forecast;AI_P05F;2023;1,85734E+15
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P06F;2023;7,28632E+14
Norway;Pepsi Max (L3);2023;9;AI_forecast;AI_P09F;2023;1,96436E+16
Norway;7up Free (L3);2023;9;AI_forecast;AI_P03F;2023;5,11379E+15
Great Britain;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;1,1146E+23
Hungary;Pepsi Max (L3);2024;10;AI_forecast;AI_P08F;2023;3,2862E+16
Denmark;Pepsi Max (L3);2025;5;AI_forecast;AI_P12F;2023;3,82655E+16
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P08F;2023;4,67903E+15
Spain;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;1,39096E+15
Great Britain;7up Free (L3);2024;9;AI_forecast;AI_P07F;2023;8,15116E+15
Great Britain;7up (L3);2023;7;AI_forecast;AI_P02F;2023;2,15805E+15
Norway;Mountain Dew (L3);2024;8;AI_forecast;AI_P12F;2023;1,03166E+16
Great Britain;7up (L3);2025;2;AI_forecast;AI_P12F;2023;3,07656E+15
Spain;7up Free (L3);2023;12;AI_forecast;AI_P05F;2023;5,47053E+15
Denmark;Mountain Dew (L3);2024;6;actual;null;;3,75612E+13
Italy;Pepsi Max (L3);2024;6;actual;null;;2,43411E+14
Great Britain;7up (L3);2024;6;actual;null;;3,23061E+14
Netherlands;Pepsi Max (L3);2024;6;actual;null;;1,22316E+15
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_PF;2023;1,00839E+23
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;2,65429E+16
Czech;Pepsi Max (L3);2024;5;AI_forecast;AI_P02F;2023;4,15243E+15
Portugal;7up (L3);2023;7;AI_forecast;AI_P05F;2023;5,61311E+15
Portugal;7up (L3);2024;2;AI_forecast;AI_P05F;2023;1,63765E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P09F;2023;7,83702E+15
Spain;Lipton (L3);2024;4;AI_forecast;AI_P09F;2023;1,16749E+15
Netherlands;Lipton (L3);2024;11;AI_forecast;AI_P12F;2023;1,14788E+16
Portugal;Lipton (L3);2024;6;actual;null;;8,57591E+14
Portugal;7up Free (L3);2024;6;actual;null;;1,42005E+14
Spain;7up (L3);2024;6;actual;null;;7,97019E+13
Great Britain;7up Free (L3);2024;6;actual;null;;1,346E+15
Netherlands;Lipton (L3);2024;6;actual;null;;1,82267E+15
Italy;7up (L3);2024;6;actual;null;;2,23627E+13
Norway;Lipton (L3);2024;12;AI_forecast;AI_P08F;2023;8,4075E+15
Great Britain;Pepsi Max (L3);2023;10;AI_forecast;AI_P05F;2023;1,05197E+23
Netherlands;Pepsi Regular (L3);2024;6;AI_forecast;AI_P06F;2023;5,14892E+15
Great Britain;Pepsi Regular (L3);2024;6;AI_forecast;AI_PF;2023;6,8316E+15
Great Britain;Lipton (L3);2023;8;AI_forecast;AI_P02F;2023;7,34881E+13
Hungary;Pepsi Regular (L3);2023;10;AI_forecast;AI_P05F;2023;1,05255E+16
Spain;7up Free (L3);2023;9;AI_forecast;AI_P04F;2023;8,32357E+14
Netherlands;Pepsi Max (L3);2024;4;AI_forecast;AI_P02F;2023;7,26212E+15
Norway;7up (L3);2024;3;AI_forecast;AI_PF;2023;2,50725E+16
Spain;Pepsi Regular (L3);2024;9;AI_forecast;AI_P09F;2023;1,40953E+16
Portugal;Pepsi Max (L3);2024;6;actual;null;;2,38541E+14
Great Britain;Pepsi Max (L3);2024;6;actual;null;;1,31731E+23
Netherlands;7up Free (L3);2024;6;actual;null;;1,31567E+14
Portugal;7up (L3);2024;6;actual;null;;4,40025E+14
Netherlands;7up (L3);2024;6;actual;null;;1,10012E+14
Portugal;Pepsi Regular (L3);2024;6;actual;null;;2,65108E+14
Netherlands;Mountain Dew (L3);2023;11;AI_forecast;AI_PF;2023;0
Denmark;Mountain Dew (L3);2024;4;AI_forecast;AI_P04F;2023;2,6622E+16
Netherlands;Pepsi Regular (L3);2023;12;AI_forecast;AI_P08F;2023;6,03222E+14
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P08F;2023;2,94543E+16
Great Britain;Pepsi Regular (L3);2023;5;AI_forecast;AI_P03F;2023;1,45948E+16
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P11F;2023;9,3678E+15
Hungary;Pepsi Regular (L3);2024;3;AI_forecast;AI_P02F;2023;1,39931E+16
Netherlands;Pepsi Max (L3);2023;5;AI_forecast;AI_PF;2023;9,11868E+15
Denmark;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;2,57106E+16
Great Britain;Pepsi Regular (L3);2024;7;AI_forecast;AI_P04F;2023;1,3204E+15
Denmark;Pepsi Regular (L3);2024;2;AI_forecast;AI_P08F;2023;1,72057E+15
Hungary;Lipton (L3);2023;10;AI_forecast;AI_P09F;2023;3,41598E+16
Norway;Lipton (L3);2023;8;AI_forecast;AI_P07F;2023;1,36124E+16
Hungary;Pepsi Max (L3);2023;11;AI_forecast;AI_P07F;2023;4,65941E+16
Spain;7up (L3);2024;1;AI_forecast;AI_PF;2023;3,87119E+14
Spain;7up (L3);2024;9;AI_forecast;AI_P06F;2023;8,16484E+15
Hungary;7up Free (L3);2023;10;AI_forecast;AI_P07F;2023;2,4565E+15
Hungary;7up (L3);2023;10;AI_forecast;AI_P10F;2023;2,31978E+16
Norway;Pepsi Max (L3);2023;11;AI_forecast;AI_P03F;2023;2,20011E+15
Norway;Pepsi Max (L3);2023;10;AI_forecast;AI_P09F;2023;2,43219E+16
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_PF;2023;8,6934E+15
Hungary;Lipton (L3);2024;4;AI_forecast;AI_P09F;2023;2,94527E+15
Czech;Pepsi Regular (L3);2024;2;AI_forecast;AI_P11F;2023;7,33512E+15
Spain;7up (L3);2024;3;AI_forecast;AI_P05F;2023;6,53571E+15
Spain;7up (L3);2024;2;AI_forecast;AI_P06F;2023;5,39991E+15
Czech;Mountain Dew (L3);2024;10;AI_forecast;AI_P09F;2023;9,92303E+14
Czech;Pepsi Max (L3);2023;11;AI_forecast;AI_PF;2023;3,67276E+15
Great Britain;7up Free (L3);2024;4;AI_forecast;AI_P02F;2023;1,18372E+16
Denmark;Pepsi Regular (L3);2025;3;AI_forecast;AI_P12F;2023;2,25716E+16
Great Britain;7up (L3);2023;9;AI_forecast;AI_P07F;2023;2,16089E+16
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_P11F;2023;8,75981E+15
Denmark;7up Free (L3);2024;11;AI_forecast;AI_P07F;2023;1,72486E+15
Hungary;Pepsi Max (L3);2023;4;AI_forecast;AI_P02F;2023;5,02323E+15
Great Britain;Pepsi Regular (L3);2025;1;AI_forecast;AI_P10F;2023;6,16298E+15
Hungary;7up (L3);2023;5;AI_forecast;AI_P03F;2023;7,26767E+15
Norway;Mountain Dew (L3);2024;6;AI_forecast;AI_P04F;2023;4,87242E+15
Norway;Pepsi Regular (L3);2023;7;AI_forecast;AI_P04F;2023;5,71486E+16
Denmark;Mountain Dew (L3);2023;12;AI_forecast;AI_P07F;2023;3,58549E+16
Denmark;Pepsi Max (L3);2024;12;AI_forecast;AI_P08F;2023;3,00662E+14
Great Britain;Lipton (L3);2023;8;AI_forecast;AI_PF;2023;7,58701E+15
Great Britain;Lipton (L3);2024;5;AI_forecast;AI_P10F;2023;8,51345E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P05F;2023;6,3941E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P09F;2023;6,24538E+15
Czech;Lipton (L3);2024;3;AI_forecast;AI_P05F;2023;2,47785E+16
Great Britain;Lipton (L3);2024;12;AI_forecast;AI_P08F;2023;5,52117E+15
Hungary;7up (L3);2025;5;AI_forecast;AI_P12F;2023;0
Great Britain;Mountain Dew (L3);2023;10;AI_forecast;AI_P07F;2023;2,14454E+16
Hungary;Lipton (L3);2024;7;AI_forecast;AI_P10F;2023;4,36304E+16
Norway;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;2,92295E+16
Netherlands;Lipton (L3);2023;5;AI_forecast;AI_PF;2023;1,90133E+15
Spain;Pepsi Regular (L3);2023;7;AI_forecast;AI_P06F;2023;1,49355E+16
Italy;7up (L3);2024;7;AI_forecast;AI_P07F;2023;1,84523E+16
Denmark;7up Free (L3);2024;3;AI_forecast;AI_P12F;2023;2,62607E+16
Netherlands;Pepsi Regular (L3);2023;2;AI_forecast;AI_PF;2023;4,52203E+14
Great Britain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P08F;2023;1,3519E+16
Portugal;Pepsi Max (L3);2024;4;AI_forecast;AI_P07F;2023;2,21594E+15
Spain;7up (L3);2024;7;AI_forecast;AI_P04F;2023;9,05292E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P02F;2023;8,01119E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P02F;2023;1,69298E+15
Great Britain;7up Free (L3);2023;9;AI_forecast;AI_P07F;2023;1,21731E+16
Spain;7up Free (L3);2024;8;AI_forecast;AI_P06F;2023;8,63113E+15
Netherlands;7up (L3);2023;12;AI_forecast;AI_P12F;2023;1,17185E+16
Czech;Pepsi Regular (L3);2024;8;AI_forecast;AI_P06F;2023;9,28499E+15
Denmark;7up Free (L3);2024;8;AI_forecast;AI_P10F;2023;1,62974E+16
Great Britain;Lipton (L3);2023;2;AI_forecast;AI_P02F;2023;4,30217E+15
Great Britain;Lipton (L3);2024;2;AI_forecast;AI_P06F;2023;4,98529E+16
Great Britain;Pepsi Regular (L3);2024;12;AI_forecast;AI_P12F;2023;1,30652E+15
Denmark;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;2,1213E+16
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P12F;2023;2,40511E+16
Denmark;Pepsi Max (L3);2023;9;AI_forecast;AI_P07F;2023;1,87848E+16
Great Britain;Pepsi Regular (L3);2024;1;AI_forecast;AI_P03F;2023;5,85134E+15
Great Britain;7up Free (L3);2023;8;AI_forecast;AI_P07F;2023;1,5182E+16
Netherlands;7up (L3);2023;11;AI_forecast;AI_P02F;2023;8,06141E+15
Czech;Pepsi Regular (L3);2024;7;AI_forecast;AI_P12F;2023;1,06963E+16
Italy;7up (L3);2024;8;AI_forecast;AI_P05F;2023;1,63823E+15
Netherlands;Lipton (L3);2024;4;AI_forecast;AI_P05F;2023;1,70573E+16
Spain;7up (L3);2023;11;AI_forecast;AI_P09F;2023;6,17181E+15
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P07F;2023;1,05523E+16
Great Britain;Pepsi Regular (L3);2024;3;AI_forecast;AI_P08F;2023;1,83613E+15
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P04F;2023;7,64377E+15
Norway;7up (L3);2023;5;AI_forecast;AI_P05F;2023;8,3015E+15
Czech;7up (L3);2024;4;AI_forecast;AI_P03F;2023;6,84658E+15
Portugal;7up Free (L3);2023;7;AI_forecast;AI_P06F;2023;1,45479E+15
Norway;7up Free (L3);2025;2;AI_forecast;AI_P09F;2023;4,58984E+15
Spain;Pepsi Max (L3);2024;10;AI_forecast;AI_P05F;2023;1,56114E+16
Spain;7up Free (L3);2023;10;AI_forecast;AI_P07F;2023;7,48571E+15
Great Britain;7up (L3);2024;2;AI_forecast;AI_P02F;2023;0
Netherlands;Lipton (L3);2023;5;AI_forecast;AI_P04F;2023;2,02322E+15
Netherlands;Lipton (L3);2025;1;AI_forecast;AI_P10F;2023;1,34629E+16
Portugal;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;2,33148E+16
Great Britain;Pepsi Max (L3);2023;3;AI_forecast;AI_P03F;2023;1,13377E+23
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P08F;2023;2,61119E+16
Czech;Mountain Dew (L3);2024;6;AI_forecast;AI_P10F;2023;9,07606E+15
